"Gene","avg_log2FC","p_val","p_val_adj","pct_Male","pct_Female","Significant","Direction"
"Styk1",-0.2649,2.63805469877677e-28,8.51695959500081e-24,0.134,0.26,"No","NS"
"Plxna2",-0.2649,5.47264803715313e-25,1.76684441879489e-20,0.181,0.31,"No","NS"
"Kcmf1",-0.2652,5.03268282718157e-22,1.62480165075557e-17,0.492,0.591,"No","NS"
"Spen",-0.2652,9.89971705814623e-20,3.19612365222251e-15,0.46,0.549,"No","NS"
"Glmp",-0.2652,6.04284566361022e-18,1.95093272249656e-13,0.38,0.475,"No","NS"
"Dynlrb1",-0.2655,1.59096948331832e-25,5.13644497689319e-21,0.786,0.83,"No","NS"
"Ddx17",-0.2657,3.64374463116243e-26,1.17638295417079e-21,0.659,0.727,"No","NS"
"Hspa4l",-0.2658,1.63003757297857e-14,5.26257630436131e-10,0.342,0.421,"No","NS"
"Rapgef1",-0.2666,1.1293636353741e-24,3.64615049680528e-20,0.328,0.452,"No","NS"
"Gpr107",-0.2666,9.43900952022103e-24,3.04738422360336e-19,0.215,0.338,"No","NS"
"Gle1",-0.2672,2.91041735138255e-20,9.39628241893857e-16,0.223,0.328,"No","NS"
"Nop58",-0.2678,6.17210748077829e-19,1.99266490016927e-14,0.709,0.775,"No","NS"
"Strbp",-0.2682,2.51228429361301e-18,8.11090984192961e-14,0.529,0.609,"No","NS"
"Rilpl1",-0.2688,1.98094405555315e-26,6.39547788335334e-22,0.126,0.244,"No","NS"
"Zfp423",-0.2696,5.61015524259668e-47,1.81123862007234e-42,0.006,0.123,"No","NS"
"Stub1",-0.2697,3.90777716681886e-21,1.26162585830747e-16,0.726,0.769,"No","NS"
"Msrb1",-0.2697,2.57595492459557e-18,8.31647047405681e-14,0.242,0.345,"No","NS"
"Ano6",-0.2698,8.85188368449609e-24,2.85783064753956e-19,0.589,0.676,"No","NS"
"Gatad1",-0.2703,3.45350220926035e-19,1.1149631882597e-14,0.421,0.508,"No","NS"
"Epc2",-0.2706,1.24051561834343e-19,4.00500467382176e-15,0.282,0.39,"No","NS"
"Oip5os1",-0.2707,1.06419091201265e-17,3.43574035943286e-13,0.256,0.351,"No","NS"
"Klhl23",-0.2714,2.50066744519488e-22,8.07340484681168e-18,0.148,0.257,"No","NS"
"Cdkl5",-0.2719,7.11693484033566e-29,2.29770241320237e-24,0.191,0.331,"No","NS"
"Atf5",-0.2721,1.742749871054e-13,5.62646795869783e-09,0.367,0.447,"No","NS"
"Zfp760",-0.2722,1.3440596533659e-35,4.33929659089181e-31,0.059,0.182,"No","NS"
"Sun2",-0.2727,2.18525712419532e-29,7.05510262546459e-25,0.136,0.265,"No","NS"
"Gm35769",-0.2727,2.17055924636877e-19,7.00765052690157e-15,0.208,0.307,"No","NS"
"Gm41724",-0.2731,1.04593408785815e-41,3.37679820265003e-37,0.037,0.165,"No","NS"
"C130071C03Rik",-0.2731,2.42661511432742e-19,7.83432689660606e-15,0.393,0.498,"No","NS"
"Mgat2",-0.2736,8.03509243631725e-18,2.59412959306503e-13,0.324,0.423,"No","NS"
"Neto1",-0.2738,2.35700369125519e-50,7.6095864172174e-46,0,0.118,"No","NS"
"Rbm18",-0.274,6.75543144747083e-25,2.18099104281596e-20,0.17,0.29,"No","NS"
"Mrpl51",-0.2742,2.90875387434116e-20,9.39091188331043e-16,0.578,0.649,"No","NS"
"Ythdf1",-0.2747,2.64363396290015e-20,8.53497224922313e-16,0.292,0.398,"No","NS"
"Psmd14",-0.2748,7.69596488836749e-26,2.48464226420945e-21,0.693,0.762,"No","NS"
"Fam102b",-0.2749,6.49705189829389e-35,2.09757320536418e-30,0.074,0.201,"No","NS"
"Pgam1",-0.275,3.05170179079155e-27,9.85241923157053e-23,0.867,0.896,"No","NS"
"E030030I06Rik",-0.2755,8.14474689712811e-41,2.62953153573781e-36,0.04,0.167,"No","NS"
"Cct6a",-0.2756,1.59356704035039e-23,5.14483118977124e-19,0.831,0.875,"No","NS"
"Copb2",-0.2756,7.96899255727436e-19,2.57278924711603e-14,0.59,0.652,"No","NS"
"Atraid",-0.2757,3.4942568996712e-17,1.12812084005885e-12,0.324,0.419,"No","NS"
"Arl6ip6",-0.2759,1.36967176208352e-16,4.42198528388665e-12,0.263,0.354,"No","NS"
"Cul4b",-0.2762,2.95520332823078e-19,9.54087394519307e-15,0.308,0.407,"No","NS"
"Ubc",-0.2763,9.69620033329732e-24,3.13041827760504e-19,0.939,0.959,"No","NS"
"Tjp1",-0.2764,1.50133709619159e-17,4.84706681505455e-13,0.524,0.591,"No","NS"
"Tacc3",-0.2764,6.92156027414774e-16,2.2346257345086e-11,0.357,0.437,"No","NS"
"Sec62",-0.2766,1.19745473129852e-32,3.86598259999726e-28,0.904,0.929,"No","NS"
"Chrm3",-0.2773,9.64697071950062e-42,3.11452449679077e-37,0.001,0.1,"No","NS"
"Phldb1",-0.2773,1.58967537269934e-24,5.13226694075982e-20,0.265,0.387,"No","NS"
"Hdlbp",-0.2774,1.02196055887197e-21,3.29939966431816e-17,0.752,0.792,"No","NS"
"Prrc2b",-0.2774,1.3818459222648e-19,4.46128956003191e-15,0.434,0.523,"No","NS"
"Ccnd1",-0.2775,3.0982689273826e-21,1.00027612320547e-16,0.909,0.933,"No","NS"
"Cops2",-0.2775,3.52787972479144e-18,1.13897596914892e-13,0.447,0.528,"No","NS"
"Lmcd1",-0.2777,1.21432027921689e-50,3.92043302145173e-46,0.015,0.149,"No","NS"
"Birc6",-0.2782,2.17434188649886e-26,7.01986278056156e-22,0.73,0.777,"No","NS"
"Mest",-0.2784,1.50987733677093e-55,4.87463898176496e-51,0.241,0.488,"No","NS"
"Surf4",-0.2785,3.68785623998986e-19,1.19062438708073e-14,0.418,0.506,"No","NS"
"Pbxip1",-0.2796,6.55271531726514e-16,2.11554414017905e-11,0.23,0.322,"No","NS"
"Ankrd11",-0.2802,7.48726607560941e-30,2.4172638525105e-25,0.801,0.839,"No","NS"
"Itpr2",-0.2805,3.61333214291788e-34,1.16656428234104e-29,0.14,0.287,"No","NS"
"Ubtd1",-0.2813,5.92796368333936e-26,1.91384307516611e-21,0.292,0.42,"No","NS"
"Cox4i1",-0.2817,1.18611188390336e-53,3.82936221718199e-49,0.973,0.991,"No","NS"
"Calm1",-0.2822,4.31147403226072e-35,1.39195939131537e-30,0.948,0.972,"No","NS"
"Pak2",-0.2826,1.5467480593671e-26,4.99367610966668e-22,0.687,0.751,"No","NS"
"Rnf11",-0.2827,1.70422802353259e-21,5.50210017397496e-17,0.3,0.414,"No","NS"
"Prex1",-0.283,6.25573812904932e-50,2.01966505496357e-45,0.007,0.131,"No","NS"
"Map3k4",-0.2831,3.16413437709137e-21,1.02154078364395e-16,0.255,0.363,"No","NS"
"Srrt",-0.2831,8.10479658761245e-21,2.61663357831068e-16,0.497,0.579,"No","NS"
"Inafm2",-0.2836,4.08992662713787e-34,1.32043281157146e-29,0.092,0.224,"No","NS"
"Trim59",-0.2838,3.72042759500883e-19,1.2011400490486e-14,0.391,0.483,"No","NS"
"Nes",-0.2844,1.98037008058661e-17,6.39362480517389e-13,0.718,0.76,"No","NS"
"Agpat5",-0.2847,6.46703359600124e-19,2.087881796469e-14,0.397,0.487,"No","NS"
"Glrx",-0.2848,3.08753770748934e-22,9.96811548862934e-18,0.285,0.402,"No","NS"
"Lifr",-0.2849,2.88910438324615e-56,9.32747350131019e-52,0.007,0.145,"No","NS"
"Hacd4",-0.2849,3.96167452174673e-29,1.27902661934593e-24,0.15,0.281,"No","NS"
"Nos1ap",-0.2851,2.17767242129447e-32,7.0306154121492e-28,0.092,0.219,"No","NS"
"Ccnd2",-0.2856,2.60601843096328e-22,8.41353050436497e-18,0.925,0.934,"No","NS"
"Gm5089.1",-0.2859,1.54449727128493e-55,4.9864094403434e-51,0.002,0.133,"No","NS"
"Tmem30a",-0.2868,5.3558946554648e-19,1.72915058951681e-14,0.385,0.481,"No","NS"
"Snx6",-0.2871,2.8357248925137e-20,9.15513781548048e-16,0.505,0.588,"No","NS"
"Polr2l",-0.2873,3.2578146736349e-19,1.05178546738303e-14,0.518,0.596,"No","NS"
"Cir1",-0.288,3.68838773211024e-17,1.19079597931179e-12,0.379,0.468,"No","NS"
"Gem",-0.2882,1.5471392205178e-36,4.99493897344172e-32,0.061,0.191,"No","NS"
"Dbf4",-0.2882,1.16972441248693e-16,3.77645526571405e-12,0.418,0.501,"No","NS"
"Cenpb",-0.2884,5.29526880826496e-24,1.70957753474834e-19,0.284,0.405,"No","NS"
"Rcn2",-0.2889,6.87327455516755e-19,2.21903669013584e-14,0.559,0.626,"No","NS"
"Gulp1",-0.289,5.61198304004678e-22,1.8118287244791e-17,0.384,0.495,"No","NS"
"Rdx",-0.2892,1.14221142248993e-30,3.68762957750875e-26,0.85,0.883,"No","NS"
"Ndufs3",-0.2895,2.52457101134885e-20,8.15057751013978e-16,0.57,0.637,"No","NS"
"Tpbg",-0.2897,2.75506273970811e-20,8.89472005514762e-16,0.254,0.362,"No","NS"
"Ddx27",-0.2899,1.63597152692683e-18,5.28173407468326e-14,0.433,0.517,"No","NS"
"Plce1",-0.2905,2.26076284179335e-45,7.29887283472981e-41,0.044,0.188,"No","NS"
"Ror1",-0.2906,2.12819147362991e-33,6.87086617261417e-29,0.079,0.206,"No","NS"
"Emx2",-0.2907,4.18621852021487e-37,1.35152064925137e-32,0.071,0.201,"No","NS"
"Api5",-0.2907,2.38812465062907e-20,7.71006043455596e-16,0.475,0.569,"No","NS"
"Atp1b3",-0.2911,1.98740795712357e-22,6.41634658957344e-18,0.46,0.552,"No","NS"
"Ndc80",-0.2911,4.18195714480338e-21,1.35014486419977e-16,0.25,0.36,"No","NS"
"Wscd2",-0.2919,1.28889326682357e-30,4.16119191193991e-26,0.133,0.268,"No","NS"
"Rab22a",-0.2922,7.28668131700776e-21,2.35250506319596e-16,0.339,0.447,"No","NS"
"Sgo2a",-0.2924,1.92884536199765e-17,6.22727725120942e-13,0.273,0.365,"No","NS"
"Crim1",-0.2926,3.85828140263814e-29,1.24564615084172e-24,0.692,0.776,"No","NS"
"Scoc",-0.2926,1.74667260265474e-20,5.63913249767084e-16,0.385,0.48,"No","NS"
"Atp6v1d",-0.2928,1.35438699002169e-19,4.37263839728504e-15,0.473,0.56,"No","NS"
"Sh3d19",-0.2929,2.27293211268111e-22,7.33816132579096e-18,0.306,0.422,"No","NS"
"Tmem47",-0.293,1.27488820797879e-26,4.11597657945952e-22,0.173,0.298,"No","NS"
"Naa20",-0.2931,2.5688416397949e-22,8.29350523407782e-18,0.443,0.544,"No","NS"
"Dctn1",-0.2936,2.66292542532555e-24,8.59725473566355e-20,0.373,0.491,"No","NS"
"Rab10",-0.2936,2.00352117070714e-22,6.468368099628e-18,0.477,0.573,"No","NS"
"Tpr",-0.2939,1.216936783792e-35,3.92888040647246e-31,0.884,0.91,"No","NS"
"Cxcl1",-0.2947,8.19327871639844e-35,2.64520003358924e-30,0.014,0.11,"No","NS"
"Set",-0.2948,9.5012627801482e-37,3.06748268857085e-32,0.944,0.962,"No","NS"
"Pura",-0.2949,2.69551558299472e-23,8.70247205969847e-19,0.566,0.649,"No","NS"
"Mtdh",-0.295,9.23359695466446e-33,2.98106677681342e-28,0.854,0.894,"No","NS"
"Hexa",-0.295,4.68574539721755e-14,1.51279290149169e-09,0.359,0.436,"No","NS"
"Lrch2",-0.2952,3.68296179708298e-45,1.18904421618824e-40,0.04,0.179,"No","NS"
"Fbxo9",-0.2953,7.96835959492987e-23,2.57258489522311e-18,0.244,0.356,"No","NS"
"Gsta4",-0.2955,4.08760040730794e-32,1.31968179149937e-27,0.072,0.191,"No","NS"
"Actn4",-0.2957,1.10493796391893e-35,3.56729221651227e-31,0.889,0.925,"No","NS"
"Ak6",-0.2958,2.32515615314545e-18,7.50676664043009e-14,0.357,0.449,"No","NS"
"Tspan7",-0.2962,4.53239928797538e-36,1.46328511012285e-31,0.084,0.223,"No","NS"
"Tmed10",-0.2962,7.53729969272435e-28,2.43341720579606e-23,0.688,0.753,"No","NS"
"Erc2",-0.2963,7.84824658517827e-49,2.53380641002481e-44,0.032,0.174,"No","NS"
"Cip2a",-0.2965,8.52644835572346e-22,2.75276385164532e-17,0.264,0.378,"No","NS"
"Trip6",-0.2965,4.37713484127748e-21,1.41315798350643e-16,0.324,0.43,"No","NS"
"Slc8a1",-0.2966,6.93521662511313e-30,2.23903468741777e-25,0.113,0.24,"No","NS"
"Rock1",-0.2966,2.11322125435558e-27,6.82253481968698e-23,0.668,0.739,"No","NS"
"Card19",-0.2971,8.56779075271588e-25,2.76611124451432e-20,0.5,0.6,"No","NS"
"B930036N10Rik",-0.2981,1.09336676942839e-30,3.52993461509956e-26,0.08,0.198,"No","NS"
"Plekha3",-0.2984,3.48206237583989e-26,1.12418383803991e-21,0.22,0.347,"No","NS"
"Timm17a",-0.2985,2.88845787905907e-25,9.32538626254222e-21,0.613,0.686,"No","NS"
"Cited2",-0.2991,9.40741749693749e-10,3.03718473888627e-05,0.676,0.711,"No","NS"
"Sh3bp5",-0.3004,1.36163641410732e-43,4.3960431629455e-39,0.061,0.205,"No","NS"
"Cd59a",-0.3005,2.33971420148522e-38,7.55376729949502e-34,0.076,0.213,"No","NS"
"Cdca8",-0.3005,4.94671416050533e-16,1.59704666671915e-11,0.469,0.537,"No","NS"
"Jak1",-0.3024,2.77388962853812e-22,8.95550266573532e-18,0.493,0.578,"No","NS"
"Atp6v1a",-0.3028,1.23789956210631e-26,3.99655873626024e-22,0.423,0.537,"No","NS"
"Rab2a",-0.303,2.07275795661731e-32,6.69189906293898e-28,0.803,0.845,"No","NS"
"Eif4g1",-0.3032,1.05280676867285e-31,3.39898665266028e-27,0.824,0.879,"No","NS"
"Shroom2",-0.3032,5.85964429328664e-26,1.89178616008759e-21,0.221,0.349,"No","NS"
"Ndufa13",-0.3037,1.21396470257158e-37,3.91928504225236e-33,0.851,0.907,"No","NS"
"Etf1",-0.3039,2.71408743121799e-25,8.76243127168729e-21,0.617,0.698,"No","NS"
"Rtf2",-0.304,1.88157332169083e-25,6.07465946907883e-21,0.237,0.361,"No","NS"
"Lrpap1",-0.3042,1.78972550983223e-27,5.77812880849337e-23,0.252,0.386,"No","NS"
"Crybg3",-0.3046,4.10589976431233e-28,1.32558973890823e-23,0.132,0.253,"No","NS"
"Ryk",-0.3046,4.49187250787593e-22,1.45020103916775e-17,0.567,0.639,"No","NS"
"Casp8ap2",-0.3048,2.92272902273763e-22,9.43603064990845e-18,0.289,0.403,"No","NS"
"Asap2",-0.3049,3.83285767030095e-23,1.23743809885666e-18,0.45,0.556,"No","NS"
"Stt3b",-0.305,1.26355644816288e-25,4.07939199289387e-21,0.488,0.593,"No","NS"
"Rbm17",-0.305,7.47415694163321e-25,2.41303156860628e-20,0.481,0.587,"No","NS"
"Ncapd3",-0.305,5.34668183665744e-19,1.72617623096486e-14,0.329,0.426,"No","NS"
"Atp11a",-0.3052,1.23323740114731e-33,3.98150694960408e-29,0.124,0.26,"No","NS"
"Gm4876",-0.3053,2.1109051785097e-30,6.81505736881857e-26,0.135,0.266,"No","NS"
"Cap1",-0.3061,6.21270393050903e-20,2.00577146396484e-15,0.455,0.544,"No","NS"
"Hectd1",-0.3062,1.63906237753383e-25,5.29171288586797e-21,0.601,0.682,"No","NS"
"Tmed2",-0.3068,6.05290027665202e-24,1.9541788543171e-19,0.622,0.692,"No","NS"
"Stam2",-0.3069,5.99897877547073e-29,1.93677029766072e-24,0.211,0.343,"No","NS"
"Nup35",-0.3069,8.66457155294558e-24,2.79735692586848e-19,0.231,0.347,"No","NS"
"Rhoc",-0.307,4.58762587429382e-31,1.48111501351576e-26,0.734,0.802,"No","NS"
"Caprin1",-0.307,3.03872067406786e-24,9.81050969622808e-20,0.689,0.75,"No","NS"
"Rbms3",-0.3072,5.587202519202e-25,1.80382833332436e-20,0.573,0.658,"No","NS"
"Ddah2",-0.3073,6.79908770631662e-26,2.19508546598432e-21,0.3,0.43,"No","NS"
"Lrrfip2",-0.3074,1.5963493661241e-23,5.15381392853166e-19,0.382,0.497,"No","NS"
"Kirrel3",-0.3074,2.31275126611012e-20,7.46671746263651e-16,0.295,0.411,"No","NS"
"Trerf1",-0.3079,4.44233792963109e-24,1.4342088005814e-19,0.255,0.379,"No","NS"
"Cpt1a",-0.3083,1.42585505223704e-36,4.60337303614729e-32,0.111,0.254,"No","NS"
"Tmem245",-0.3089,5.67981859442765e-27,1.83372943321097e-22,0.545,0.635,"No","NS"
"Scaf11",-0.3092,8.54093963969226e-28,2.75744236267465e-23,0.701,0.77,"No","NS"
"Suco",-0.3093,7.83250252217397e-22,2.52872343928387e-17,0.325,0.43,"No","NS"
"Ccnb1",-0.3094,3.58793356200259e-12,1.15836435049254e-07,0.505,0.55,"No","NS"
"Ncoa7",-0.3097,7.75890713865978e-22,2.50496316971631e-17,0.326,0.436,"No","NS"
"Arid4a",-0.3098,2.9805483670922e-25,9.62270040315718e-21,0.344,0.465,"No","NS"
"Il17rd",-0.3105,2.09280834080532e-57,6.75663172828998e-53,0.01,0.155,"No","NS"
"Orc4",-0.3112,2.35892761806863e-22,7.61579781493456e-18,0.392,0.5,"No","NS"
"Magt1",-0.3113,1.27139390269153e-18,4.10469521483961e-14,0.407,0.492,"No","NS"
"Hsp90aa1",-0.3114,7.09763686258905e-53,2.29147206108687e-48,0.975,0.988,"No","NS"
"Psmd7",-0.3117,9.47484770425022e-32,3.05895458131718e-27,0.743,0.816,"No","NS"
"Eif3j1",-0.3121,1.58844311907141e-29,5.12828860992203e-25,0.774,0.836,"No","NS"
"Kif23",-0.3123,3.61680870150916e-18,1.16768668928223e-13,0.402,0.49,"No","NS"
"Slain2",-0.3136,4.08158379143152e-33,1.31773932706367e-28,0.297,0.443,"No","NS"
"Dnlz",-0.3136,2.13230498226984e-20,6.88414663525817e-16,0.364,0.467,"No","NS"
"Tnfrsf21",-0.3138,4.88437643253657e-48,1.57692093124443e-43,0.028,0.163,"No","NS"
"Lbh",-0.3138,1.12273899066491e-20,3.62476283136167e-16,0.518,0.598,"No","NS"
"Nxn",-0.3143,3.99532484541061e-32,1.28989062634082e-27,0.165,0.305,"No","NS"
"Srgap3",-0.3147,7.04086785436275e-28,2.27314418678101e-23,0.249,0.389,"No","NS"
"Tmem63b",-0.3154,8.13471003549449e-26,2.62629113495939e-21,0.24,0.364,"No","NS"
"Psmb7",-0.3156,6.26606075037397e-31,2.02299771325824e-26,0.78,0.829,"No","NS"
"Dnajc5",-0.3159,3.91388610201532e-25,1.26359812803565e-20,0.316,0.44,"No","NS"
"Gm12295",-0.3163,1.63562819786375e-40,5.28062563680312e-36,0.058,0.191,"No","NS"
"Mlec",-0.3167,1.70580374159558e-23,5.50718737974132e-19,0.418,0.52,"No","NS"
"Sf3b1",-0.3171,8.86400237258169e-38,2.861743165988e-33,0.778,0.833,"No","NS"
"Snx9",-0.3174,5.20044839819256e-30,1.67896476535647e-25,0.537,0.646,"No","NS"
"Galnt16",-0.3178,1.23388749482529e-53,3.98360577704346e-49,0.013,0.15,"No","NS"
"2900097C17Rik",-0.3179,3.38890522027725e-23,1.09410805036651e-18,0.325,0.434,"No","NS"
"Spta1",-0.3182,3.24511425643844e-56,1.04768513769115e-51,0.013,0.156,"No","NS"
"Bod1l",-0.3191,1.73437510957373e-26,5.5994300412588e-22,0.59,0.666,"No","NS"
"Sin3b",-0.3191,1.76639176341995e-21,5.70279580820129e-17,0.623,0.692,"No","NS"
"Fam111a",-0.3192,1.36969283690015e-22,4.42205332393214e-18,0.372,0.488,"No","NS"
"Tfrc",-0.3198,3.93844604580274e-24,1.27152730588741e-19,0.331,0.443,"No","NS"
"Eif3a",-0.32,8.31191104638582e-43,2.68350048132566e-38,0.901,0.935,"No","NS"
"Pbx3",-0.3203,2.38133612458761e-23,7.68814367823109e-19,0.446,0.553,"No","NS"
"Wdr1",-0.3206,2.68539378741745e-25,8.66979384267724e-21,0.495,0.592,"No","NS"
"Psmd5",-0.3216,4.76219208030679e-25,1.53747371312705e-20,0.326,0.445,"No","NS"
"Nceh1",-0.322,2.23567995867291e-26,7.21789274657548e-22,0.226,0.35,"No","NS"
"Ppig",-0.3223,2.21145282048553e-29,7.13967543093752e-25,0.638,0.719,"No","NS"
"Ergic2",-0.323,1.73017192827317e-25,5.58586007042994e-21,0.423,0.532,"No","NS"
"Dync1h1",-0.3231,4.23824601071632e-23,1.36831772455976e-18,0.615,0.669,"No","NS"
"Itga3",-0.3232,1.94916356696284e-24,6.29287457593953e-20,0.448,0.549,"No","NS"
"Cachd1",-0.3233,2.3869677486077e-24,7.70632537637996e-20,0.235,0.355,"No","NS"
"Reep3",-0.3235,6.37125935288532e-28,2.05696108207903e-23,0.422,0.536,"No","NS"
"Sned1",-0.3236,4.12479296472984e-51,1.33168940866303e-46,0.016,0.152,"No","NS"
"Camk2n1",-0.3242,1.65602430569778e-48,5.34647447094528e-44,0.062,0.22,"No","NS"
"Tnfaip1",-0.3243,1.03458856503312e-25,3.34016918220943e-21,0.452,0.552,"No","NS"
"Camk1d",-0.3247,2.44795122377551e-23,7.90321052595922e-19,0.902,0.933,"No","NS"
"Spats2l",-0.3254,2.47090497346171e-63,7.97731670682113e-59,0.003,0.154,"No","NS"
"Otx2os1",-0.326,2.75103055556665e-61,8.88170214864694e-57,0.002,0.145,"No","NS"
"Rad21",-0.326,1.45140086697628e-24,4.68584769903291e-20,0.63,0.696,"No","NS"
"Kmt5a",-0.3262,3.28423897751496e-31,1.06031655389071e-26,0.67,0.752,"No","NS"
"Nucb1",-0.3263,2.16639354623396e-25,6.99420156401633e-21,0.363,0.475,"No","NS"
"Sfrp1",-0.3271,2.06084932762514e-18,6.65345205423778e-14,0.456,0.535,"No","NS"
"Eno1",-0.3273,5.60537896921596e-40,1.80969660021137e-35,0.865,0.898,"No","NS"
"Hunk",-0.3276,1.75659701513967e-31,5.67117346337843e-27,0.157,0.295,"No","NS"
"Zranb2",-0.3276,2.49829459317817e-26,8.06574409407572e-22,0.462,0.564,"No","NS"
"Dab2",-0.3279,1.7604332473966e-24,5.68355873921993e-20,0.293,0.412,"No","NS"
"Maoa",-0.3281,3.21838529998763e-24,1.03905569410101e-19,0.432,0.532,"No","NS"
"Vamp5",-0.3282,2.56467949655832e-25,8.28006775463853e-21,0.278,0.406,"No","NS"
"Idh3b",-0.3283,3.1916211832632e-26,1.03041489901652e-21,0.499,0.597,"No","NS"
"Ergic3",-0.3284,1.03990679181128e-23,3.35733907736273e-19,0.486,0.566,"No","NS"
"Mertk",-0.3286,3.97616651782983e-43,1.28370536028136e-38,0.111,0.274,"No","NS"
"Hs6st1",-0.3287,1.55767311180877e-31,5.02894764147461e-27,0.161,0.296,"No","NS"
"Cemip",-0.3287,1.92296307108278e-25,6.20828627499077e-21,0.134,0.257,"No","NS"
"Vps35",-0.3289,3.44794070614281e-26,1.1131676569782e-21,0.551,0.64,"No","NS"
"Ptpn11",-0.3306,9.71252039453518e-26,3.13568720937568e-21,0.47,0.573,"No","NS"
"Tgoln1",-0.3311,1.06066118349238e-28,3.42434463090515e-24,0.234,0.369,"No","NS"
"Gadd45b",-0.3314,3.69620968810312e-19,1.19332129780409e-14,0.421,0.511,"No","NS"
"Pappa",-0.3329,3.67370555290131e-51,1.18605583775419e-46,0.027,0.171,"No","NS"
"Hspa13",-0.3331,6.51304336051474e-28,2.10273604894218e-23,0.21,0.336,"No","NS"
"Alas1",-0.3337,3.35554359119349e-30,1.08333724841682e-25,0.159,0.293,"No","NS"
"Spred1",-0.3339,8.15393823540669e-26,2.63249895930105e-21,0.616,0.698,"No","NS"
"Bag1",-0.3346,2.63833278899281e-29,8.51785740926328e-25,0.436,0.554,"No","NS"
"Steap1",-0.3352,1.2432891210227e-44,4.0139589272218e-40,0.079,0.231,"No","NS"
"Asxl1",-0.3353,5.43607614164505e-32,1.7550371823301e-27,0.542,0.657,"No","NS"
"Eid1",-0.3361,8.56574598510237e-32,2.7654510912903e-27,0.541,0.646,"No","NS"
"Rnf6",-0.3363,6.12355642793141e-30,1.97699019275765e-25,0.404,0.524,"No","NS"
"Tspan4",-0.3368,5.25552040671282e-34,1.69674476330723e-29,0.675,0.749,"No","NS"
"Resf1",-0.3374,7.12647715717802e-22,2.30078315019492e-17,0.533,0.598,"No","NS"
"Pten",-0.3381,5.34413285981551e-31,1.72535329379144e-26,0.6,0.699,"No","NS"
"Siglecg",-0.3382,1.08953372433377e-47,3.51755962901158e-43,0.006,0.125,"No","NS"
"Psmc4",-0.3382,7.89212922019612e-28,2.54797391874032e-23,0.612,0.687,"No","NS"
"Ddr1",-0.3394,2.30834214961502e-25,7.4524826300321e-21,0.332,0.453,"No","NS"
"Irs2",-0.3401,2.41438530209232e-24,7.79484294780504e-20,0.516,0.596,"No","NS"
"Gstm1",-0.3401,1.32797084541e-19,4.28735387440618e-15,0.744,0.778,"No","NS"
"Dlx1",-0.3409,2.30039192042268e-48,7.42681531508461e-44,0.064,0.22,"No","NS"
"Smc3",-0.3409,7.4133690335552e-32,2.3934061924833e-27,0.682,0.761,"No","NS"
"Usp1",-0.3413,2.06421856860069e-24,6.66432964872734e-20,0.488,0.575,"No","NS"
"Tubb6",-0.3415,1.85286034015294e-30,5.98195960818377e-26,0.686,0.755,"No","NS"
"Ccnt1",-0.3419,1.41161752373048e-23,4.55740717536387e-19,0.46,0.557,"No","NS"
"Selenot",-0.3421,4.46881564996403e-30,1.44275713259089e-25,0.463,0.579,"No","NS"
"Cbx6",-0.3429,6.39370193409342e-27,2.06420666942206e-22,0.513,0.608,"No","NS"
"Podxl",-0.343,3.15016771695563e-44,1.01703164741912e-39,0.08,0.229,"No","NS"
"Hsd17b12",-0.3431,4.66402375898153e-32,1.50578007058719e-27,0.653,0.736,"No","NS"
"Baz1b",-0.3431,3.02136435075637e-31,9.75447480641694e-27,0.604,0.706,"No","NS"
"Tanc1",-0.3432,8.28251973644146e-26,2.67401149691013e-21,0.387,0.5,"No","NS"
"Six3os1",-0.3449,5.69990542109915e-35,1.84021446520186e-30,0.159,0.308,"No","NS"
"Rrm2",-0.3453,2.2081870470529e-23,7.12913188141029e-19,0.402,0.508,"No","NS"
"Spc25",-0.346,1.50975361543819e-21,4.8742395474422e-17,0.228,0.337,"No","NS"
"Col5a1",-0.3467,3.19726066418419e-28,1.03223560543186e-23,0.485,0.598,"No","NS"
"Cacna2d1",-0.347,5.95218224897274e-31,1.92166203908085e-26,0.37,0.505,"No","NS"
"Prkce",-0.3473,3.29249334537094e-36,1.06298147655301e-31,0.202,0.355,"No","NS"
"Mki67",-0.3473,4.71303669417823e-18,1.52160389671544e-13,0.559,0.629,"No","NS"
"Prepl",-0.3483,1.84209851293514e-38,5.94721504901111e-34,0.136,0.288,"No","NS"
"Fmnl2",-0.3483,1.33294334522563e-27,4.30340759006094e-23,0.716,0.76,"No","NS"
"Kif5c",-0.3484,1.67138155975204e-35,5.39605536565945e-31,0.229,0.39,"No","NS"
"1110008P14Rik",-0.3485,3.4272653767819e-30,1.10649262689403e-25,0.265,0.408,"No","NS"
"Arx",-0.3499,7.98809115199203e-72,2.57895522842063e-67,0.01,0.184,"No","NS"
"Tmem176a",-0.3523,4.62154364834713e-53,1.49206536686887e-48,0.064,0.234,"No","NS"
"March7",-0.3524,7.13656611948317e-35,2.30404037167514e-30,0.426,0.557,"No","NS"
"Eif2s2",-0.3526,1.05865161259011e-71,3.41785673124716e-67,0.96,0.982,"No","NS"
"Cwc22",-0.3529,1.72511100757453e-49,5.56952088795437e-45,0.849,0.89,"No","NS"
"Mid1",-0.353,6.37698260059074e-21,2.05880883260072e-16,0.146,0.251,"No","NS"
"Csnk2a1",-0.3536,5.69208484172764e-41,1.83768959115177e-36,0.744,0.814,"No","NS"
